Time,Record No,Azimuth,Pitch,Roll,Accel-X,Accel-Y,Accel-Z
22:13:38,0,-0.08992313,1.5342417, -1.4560952,10.186879, 0.06359598, 0.3107973
22:13:38,1,-0.08992313,1.5342417, -1.4560952,10.186879, 0.06359598, 0.3107973
22:13:38,2,-0.08992313,1.5342417, -1.4560952,10.186879, 0.06359598, 0.3107973
22:13:38,3,-0.08992313,1.5342417, -1.4560952,10.186879, 0.06359598, 0.3107973
22:13:38,4,-0.08992313,1.5342417, -1.4560952,10.186879, 0.06359598, 0.3107973
22:13:38,5,-0.08992313,1.5342417, -1.4560952,10.186879, 0.06359598, 0.3107973
22:13:38,6,-0.75550437,0.053049844, -1.5937948,10.186879, 0.06359598, 0.3107973
22:13:38,7,-0.75550437,0.053049844, -1.5937948,10.105476, -0.060902506, 0.37544075
22:13:38,8,-0.7549345,0.050323848, -1.5929165,10.105476, -0.060902506, 0.37544075
22:13:38,9,-0.7549345,0.050323848, -1.5929165,10.057592, 0.11866262, 0.17672202
22:13:38,10,-0.7548603,0.04943435, -1.5927652,10.057592, 0.11866262, 0.17672202
22:13:38,11,-0.7548603,0.04943435, -1.5927652,10.131813, -0.11836334, 0.4233248
22:13:38,12,-0.7559896,0.054906715, -1.594133,10.131813, -0.11836334, 0.4233248
22:13:38,13,-0.7559896,0.054906715, -1.594133,10.107871, -0.13751696, 0.4712088
22:13:38,14,-0.761859,0.06060495, -1.59451,10.107871, -0.13751696, 0.4712088
22:13:39,15,-0.761859,0.06060495, -1.59451,10.234763, -0.43918636, -0.91742814
22:13:39,16,-0.76609635,0.059973914, -1.5964074,10.234763, -0.43918636, -0.91742814
22:13:39,17,-0.76609635,0.059973914, -1.5964074,10.308984, -0.2021604, 1.5342344
22:13:39,18,-0.77285737,0.05796204, -1.5900501,10.308984, -0.2021604, 1.5342344
22:13:39,19,-0.77285737,0.05796204, -1.5900501,10.088717, 0.32695818, 0.11207857
22:13:39,20,-0.77049965,0.04853109, -1.5748802,10.088717, 0.32695818, 0.11207857
22:13:39,21,-0.77049965,0.04853109, -1.5748802,10.213216, 0.7579145, 1.136797
22:13:39,22,-0.7656241,0.0612975, -1.5677748,10.213216, 0.7579145, 1.136797
22:13:39,23,-0.7656241,0.0612975, -1.5677748,9.818172, 1.2535142, -0.55350953
22:13:39,24,-0.7658276,0.068165295, -1.5627902,9.818172, 1.2535142, -0.55350953
22:13:39,25,-0.7658276,0.068165295, -1.5627902,9.717616, 0.24794951, 0.9117419
22:13:39,26,-0.772368,0.065224245, -1.5584308,9.717616, 0.24794951, 0.9117419
22:13:39,27,-0.772368,0.065224245, -1.5584308,10.024074, 0.38441902, 0.1479916
22:13:39,28,-0.78942585,0.061744545, -1.5598458,10.024074, 0.38441902, 0.1479916
22:13:39,29,-0.78942585,0.061744545, -1.5598458,9.935488, 0.41793784, 0.8854057
22:13:39,30,-0.7915534,0.06277874, -1.5619868,9.935488, 0.41793784, 0.8854057
22:13:39,31,-0.7915534,0.06277874, -1.5619868,10.052804, 0.025288755, 0.50472766
22:13:39,32,-0.79650134,0.06495944, -1.5657108,10.052804, 0.025288755, 0.50472766
22:13:39,33,-0.79650134,0.06495944, -1.5657108,10.12463, -0.14948797, 0.74414784
22:13:39,34,-0.8041942,0.071542285, -1.5712368,10.12463, -0.14948797, 0.74414784
22:13:39,35,-0.8041942,0.071542285, -1.5712368,10.155755, -0.26201546, 1.7353473
22:13:39,36,-0.7904583,0.050237358, -1.5730333,10.155755, -0.26201546, 1.7353473
22:13:39,37,-0.7904583,0.050237358, -1.5730333,10.043227, 0.7890391, -0.18480244
22:13:39,38,-0.7443113,0.04466008, -1.5553703,10.043227, 0.7890391, -0.18480244
22:13:39,39,-0.7443113,0.04466008, -1.5553703,9.530869, 1.0476129, -0.045938745
22:13:39,40,-0.71147436,0.03665708, -1.5305017,9.530869, 1.0476129, -0.045938745
22:13:39,41,-0.71147436,0.03665708, -1.5305017,10.804584, 0.7698855, 0.39938277
22:13:39,42,-0.7104603,0.028953724, -1.5799866,10.804584, 0.7698855, 0.39938277
22:13:40,43,-0.7104603,0.028953724, -1.5799866,10.059987, -0.4487632, -0.22789808
22:13:40,44,-0.7430826,0.04278703, -1.6087393,10.059987, -0.4487632, -0.22789808
22:13:40,45,-0.7430826,0.04278703, -1.6087393,10.024074, -0.111180745, 0.8040029
22:13:40,46,-0.77677375,0.05442943, -1.6129926,10.024074, -0.111180745, 0.8040029
22:13:40,47,-0.77677375,0.05442943, -1.6129926,10.376021, -0.70015436, 1.0984896
22:13:40,48,-0.7985902,0.061963536, -1.6172848,10.376021, -0.70015436, 1.0984896
22:13:40,49,-0.7985902,0.061963536, -1.6172848,8.915558, -0.5732617, 0.4400842
22:13:40,50,-0.8213493,0.057534646, -1.6184309,8.915558, -0.5732617, 0.4400842
22:13:40,51,-0.8213493,0.057534646, -1.6184309,10.045622, -0.81028765, 0.19108722
