Time,Record No,Azimuth,Pitch,Roll,Accel-X,Accel-Y,Accel-Z
22:08:29,0,1.2589808,1.562923, -0.9414521,0.06898294, 0.13542204, 9.538051
22:08:29,1,1.2589808,1.562923, -0.9414521,0.06898294, 0.13542204, 9.538051
22:08:29,2,1.2589808,1.562923, -0.9414521,0.06898294, 0.13542204, 9.538051
22:08:30,3,1.2589808,1.562923, -0.9414521,0.06898294, 0.13542204, 9.538051
22:08:30,4,1.2589808,1.562923, -0.9414521,0.06898294, 0.13542204, 9.538051
22:08:30,5,1.2589808,1.562923, -0.9414521,0.06898294, 0.13542204, 9.538051
22:08:30,6,2.7337627,1.552631, -2.4023063,0.06898294, 0.13542204, 9.538051
22:08:30,7,2.7337627,1.552631, -2.4023063,0.1479916, 0.0827496, 9.550022
22:08:30,8,2.7032266,1.5527396, -2.3720763,0.1479916, 0.0827496, 9.550022
22:08:30,9,2.6944747,1.5528522, -2.3636355,0.1479916, 0.0827496, 9.550022
22:08:30,10,2.6944747,1.5528522, -2.3636355,0.08574235, 0.06838439, 9.581146
22:08:30,11,2.6944747,1.5528522, -2.3636355,0.06180033, 0.054019175, 9.550022
22:08:30,12,2.6819856,1.5524352, -2.3514273,0.06180033, 0.054019175, 9.550022
22:08:30,13,2.6819856,1.5524352, -2.3514273,0.124049574, 0.049230773, 9.521291
22:08:30,14,2.6737626,1.5525851, -2.3432043,0.124049574, 0.049230773, 9.521291
22:08:30,15,2.6737626,1.5525851, -2.3432043,0.08095395, 0.049230773, 9.528474
22:08:30,16,2.665399,1.5527428, -2.3348408,0.08095395, 0.049230773, 9.528474
22:08:30,17,2.665399,1.5527428, -2.3348408,0.13602059, 0.037259765, 9.5787525
22:08:30,18,2.6623523,1.5528157, -2.331794,0.13602059, 0.037259765, 9.5787525
22:08:30,19,2.6623523,1.5528157, -2.331794,0.12883797, 0.070778586, 9.526079
22:08:30,20,2.6551461,1.5529855, -2.3245878,0.12883797, 0.070778586, 9.526079
22:08:30,21,2.6551461,1.5529855, -2.3245878,0.11207857, 0.039653964, 9.564387
22:08:30,22,2.6551316,1.5526836, -2.3248794,0.11207857, 0.039653964, 9.564387
22:08:30,23,2.6551316,1.5526836, -2.3248794,0.11447277, 0.06120178, 9.593118
