Time,Record No,Azimuth,Pitch,Roll,Accel-X,Accel-Y,Accel-Z
15:04:09,0,-2.558731,1.1517329, 2.7096019,-1.1616367, -1.1766005, 9.3082075
15:04:09,1,-2.558731,1.1517329, 2.7096019,-1.1616367, -1.1766005, 9.3082075
15:04:09,2,-2.558731,1.1517329, 2.7096019,-1.1616367, -1.1766005, 9.3082075
15:04:09,3,-2.558731,1.1517329, 2.7096019,-1.1616367, -1.1766005, 9.3082075
15:04:09,4,-2.558731,1.1517329, 2.7096019,-1.1616367, -1.1766005, 9.3082075
15:04:09,5,-2.558731,1.1517329, 2.7096019,-1.1616367, -1.1766005, 9.3082075
15:04:09,6,-2.0883043,1.3399801, 2.9055467,-1.1616367, -1.1766005, 9.3082075
15:04:09,7,-2.0883043,1.3399801, 2.9055467,-0.2805705, -1.6554408, 9.442283
15:04:09,8,-2.1009037,1.3458078, 2.9183333,-0.2805705, -1.6554408, 9.442283
15:04:09,9,-2.1009037,1.3458078, 2.9183333,-0.19198506, -1.5046061, 9.303419
15:04:09,10,-2.1285048,1.354653, 2.954113,-0.19198506, -1.5046061, 9.303419
15:04:09,11,-2.1285048,1.354653, 2.954113,-0.35479078, -1.0377368, 9.3321495
15:04:09,12,-2.1442738,1.363694, 2.97871,-0.35479078, -1.0377368, 9.3321495
15:04:09,13,-2.1442738,1.363694, 2.97871,-0.41704002, -1.1119571, 9.461436
15:04:09,14,-2.1585524,1.3715705, 2.9937398,-0.41704002, -1.1119571, 9.461436
15:04:10,15,-2.1585524,1.3715705, 2.9937398,-0.5247791, -1.1239281, 9.631425
15:04:10,16,-2.1601412,1.3755262, 2.9921067,-0.5247791, -1.1239281, 9.631425
15:04:10,17,-2.1601412,1.3755262, 2.9921067,-0.29972413, -1.1742063, 9.437494
15:04:10,18,-2.1755772,1.382706, 2.996059,-0.29972413, -1.1742063, 9.437494
15:04:10,19,-2.1755772,1.382706, 2.996059,0.06658874, -1.4399626, 9.123854
15:04:10,20,-2.2292674,1.3825088, 3.0341082,0.06658874, -1.4399626, 9.123854
15:04:10,21,-2.2292674,1.3825088, 3.0341082,0.13123219, -1.7344495, 9.188498
15:04:10,22,-2.2741756,1.3732046, 3.0688462,0.13123219, -1.7344495, 9.188498
15:04:10,23,-2.2741756,1.3732046, 3.0688462,-0.010025719, -1.7655741, 9.614665
15:04:10,24,-2.2660215,1.3700187, 3.060589,-0.010025719, -1.7655741, 9.614665
15:04:10,25,-2.2660215,1.3700187, 3.060589,-0.48168346, -1.7703625, 9.619453
15:04:10,26,-2.230138,1.3678287, 3.035193,-0.48168346, -1.7703625, 9.619453
15:04:10,27,-2.230138,1.3678287, 3.035193,-0.440982, -1.4040496, 9.119065
15:04:10,28,-2.1921124,1.3710053, 3.0183156,-0.440982, -1.4040496, 9.119065
15:04:10,29,-2.1921124,1.3710053, 3.0183156,-0.49365446, -1.2149078, 9.456648
15:04:10,30,-2.126948,1.3751417, 2.9740794,-0.49365446, -1.2149078, 9.456648
15:04:10,31,-2.126948,1.3751417, 2.9740794,-0.47450083, -1.4136264, 9.636213
15:04:10,32,-2.0926282,1.3763586, 2.9471343,-0.47450083, -1.4136264, 9.636213
15:04:10,33,-2.0926282,1.3763586, 2.9471343,-0.4122516, -1.384896, 9.473407
15:04:10,34,-2.064981,1.378765, 2.9262998,-0.4122516, -1.384896, 9.473407
15:04:10,35,-2.064981,1.378765, 2.9262998,-0.5511153, -1.4710873, 9.257929
15:04:10,36,-2.0743105,1.3730962, 2.9321392,-0.5511153, -1.4710873, 9.257929
15:04:10,37,-2.0743105,1.3730962, 2.9321392,-0.3883096, -1.6243162, 9.24117
15:04:10,38,-2.0993166,1.3633822, 2.949641,-0.3883096, -1.6243162, 9.24117
15:04:10,39,-2.0993166,1.3633822, 2.949641,-0.36197338, -1.6530466, 9.37285
15:04:10,40,-2.1044767,1.3590797, 2.9523115,-0.36197338, -1.6530466, 9.37285
15:04:10,41,-2.1044767,1.3590797, 2.9523115,-0.35479078, -1.7464205, 9.305813
15:04:10,42,-2.102776,1.3506005, 2.9492414,-0.35479078, -1.7464205, 9.305813
15:04:11,43,-2.102776,1.3506005, 2.9492414,0.054617725, -1.8278234, 9.387216
15:04:11,44,-2.1094933,1.3474834, 2.9554489,0.054617725, -1.8278234, 9.387216
15:04:11,45,-2.1094933,1.3474834, 2.9554489,-0.6947674, -1.811064, 9.494955
15:04:11,46,-2.1020062,1.3439981, 2.9451008,-0.6947674, -1.811064, 9.494955
15:04:11,47,-2.1020062,1.3439981, 2.9451008,-1.0730513, -1.7488147, 9.46383
15:04:11,48,-2.0895407,1.3433259, 2.9296072,-1.0730513, -1.7488147, 9.46383
15:04:11,49,-2.0895407,1.3433259, 2.9296072,-0.5128081, -2.036119, 9.272294
15:04:11,50,-2.1019344,1.3385421, 2.9299133,-0.5128081, -2.036119, 9.272294
15:04:11,51,-2.1019344,1.3385421, 2.9299133,-0.23747487, -2.2779334, 9.408764
15:04:11,52,-2.1237483,1.3322111, 2.9413252,-0.23747487, -2.2779334, 9.408764
15:04:11,53,-2.1237483,1.3322111, 2.9413252,-0.36197338, -2.084003, 9.511714
15:04:11,54,-2.1322474,1.3325238, 2.9478707,-0.36197338, -2.084003, 9.511714
15:04:11,55,-2.1322474,1.3325238, 2.9478707,-0.36436757, -2.143858, 9.432706
15:04:11,56,-2.140735,1.3328156, 2.956677,-0.36436757, -2.143858, 9.432706
15:04:11,57,-2.140735,1.3328156, 2.956677,-0.2901473, -2.1414638, 9.346515
15:04:11,58,-2.1687248,1.329283, 2.9850435,-0.2901473, -2.1414638, 9.346515
15:04:11,59,-2.1687248,1.329283, 2.9850435,-0.3883096, -2.1654058, 9.432706
15:04:11,60,-2.181716,1.3246063, 2.9999993,-0.3883096, -2.1654058, 9.432706
15:04:11,61,-2.181716,1.3246063, 2.9999993,-0.42901102, -2.1103392, 9.48059
15:04:11,62,-2.1796496,1.3233106, 3.0035303,-0.42901102, -2.1103392, 9.48059
15:04:11,63,-2.1796496,1.3233106, 3.0035303,-0.4098574, -2.0863972, 9.401581
15:04:11,64,-2.177276,1.3238629, 3.004629,-0.4098574, -2.0863972, 9.401581
15:04:11,65,-2.177276,1.3238629, 3.004629,-0.5056255, -2.0672436, 9.272294
15:04:11,66,-2.1759236,1.3258502, 3.0098433,-0.5056255, -2.0672436, 9.272294
15:04:11,67,-2.1759236,1.3258502, 3.0098433,-0.2685995, -2.1821651, 9.162161
15:04:11,68,-2.1810594,1.3259373, 3.01743,-0.2685995, -2.1821651, 9.162161
15:04:11,69,-2.1810594,1.3259373, 3.01743,-0.37873277, -2.143858, 9.174132
15:04:11,70,-2.1781087,1.324664, 3.0143888,-0.37873277, -2.143858, 9.174132
15:04:12,71,-2.1781087,1.324664, 3.0143888,-0.37394437, -2.261174, 9.257929
15:04:12,72,-2.1768541,1.322911, 3.0129187,-0.37394437, -2.261174, 9.257929
15:04:12,73,-2.1768541,1.322911, 3.0129187,-0.37155017, -2.2204723, 9.334543
15:04:12,74,-2.169637,1.3195506, 3.0069351,-0.37155017, -2.2204723, 9.334543
15:04:12,75,-2.169637,1.3195506, 3.0069351,-0.42661682, -2.0409074, 9.432706
